Account,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,0,30,60,90,REO,Current Prop Value,LTV,Avg OEP,Unemployment,Avg Values,Inventory,Days on Market
ACCT_4806,Los Angeles,CA,SFA,National City,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4807,Los Angeles,CA,SFA,Chase,Bank,FR,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_4808,Los Angeles,CA,CO,Fifth Third,Thrift,ARM,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_4809,Los Angeles,CA,CO,BofA,Bank,FR,325924,1,,,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_4810,Los Angeles,CA,SFA,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_4811,Los Angeles,CA,CO,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_4812,Los Angeles,CA,MF,First Horizon,Mtg Company,FR,150121,,1,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_4813,Los Angeles,CA,MF,Wells,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4814,Los Angeles,CA,MF,Wells,Bank,ARM,192172,,,1,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_4815,Los Angeles,CA,MF,Fifth Third,Thrift,ARM,150121,,,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_4816,Los Angeles,CA,SFA,BofA,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4817,Los Angeles,CA,CO,Fifth Third,Thrift,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_4818,Los Angeles,CA,SFA,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4819,Los Angeles,CA,SFA,National City,Bank,ARM,150121,1,,,,,200000,$0.75,0.25,7.10%,"$224,700","22,781",120
ACCT_4820,Los Angeles,CA,CO,Wells,Bank,FR,550000,1,,,,,650000,$0.85,0.15,7.10%,"$224,700","22,781",120
ACCT_4821,Los Angeles,CA,CO,First Horizon,Mtg Company,FR,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_4822,Los Angeles,CA,SFA,BofA,Bank,FR,150121,1,,,,,230000,$0.65,0.35,7.10%,"$224,700","22,781",120
ACCT_4823,Los Angeles,CA,CO,BofA,Bank,FR,550000,,1,,,,555000,$0.99,0.01,6.30%,"$176,891","36,800",145
ACCT_4824,Los Angeles,CA,MF,Chase,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_4825,Los Angeles,CA,MF,PHH,Mtg Company,ARM,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4826,Los Angeles,CA,MF,Wells,Bank,ARM,325924,1,,,,,340000,$0.96,0.04,10.60%,"$43,125","15,373",197
ACCT_4827,Los Angeles,CA,MF,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4828,Los Angeles,CA,SFA,EDS CU,Credit Union,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4829,Los Angeles,CA,CO,National City,Bank,FR,150121,1,,,,,215000,$0.70,0.3,7.10%,"$224,700","22,781",120
ACCT_4830,Los Angeles,CA,SFA,Chase,Bank,ARM,550000,1,,,,,800000,$0.69,0.31,7.10%,"$224,700","22,781",120
ACCT_4831,Los Angeles,CA,SFA,National City,Bank,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_4832,Los Angeles,CA,CO,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4833,Los Angeles,CA,CO,BofA,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_5307,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,192172,,,1,,,170000,$1.13,-0.13,6.30%,"$176,891","36,800",145
ACCT_5308,Phoenix,AZ,CO,National City,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5309,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,192172,,1,,,,175000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5310,Phoenix,AZ,MF,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5311,Phoenix,AZ,CO,EDS CU,Credit Union,FR,150121,,1,,1,,145000,$1.04,-0.04,6.30%,"$176,891","36,800",145
ACCT_5312,Phoenix,AZ,MF,National City,Bank,ARM,550000,,,1,,,475000,$1.16,-0.16,6.30%,"$176,891","36,800",145
ACCT_5313,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,192172,,,1,,1,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_5314,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,150121,,1,,,,175000,$0.86,0.14,10.60%,"$43,125","15,373",197
ACCT_5315,Phoenix,AZ,CO,EDS CU,Credit Union,FR,550000,1,,,,,700000,$0.79,0.21,10.60%,"$43,125","15,373",197
ACCT_5316,Phoenix,AZ,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5317,Phoenix,AZ,MF,BofA,Bank,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5318,Phoenix,AZ,CO,BofA,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5319,Phoenix,AZ,SFA,BofA,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5320,Phoenix,AZ,CO,Fifth Third,Thrift,FR,192172,,,1,,,165000,$1.17,-0.16,6.30%,"$176,891","36,800",145
ACCT_5321,Phoenix,AZ,MF,BofA,Bank,FR,150121,,,,1,,120000,$1.25,-0.25,6.30%,"$176,891","36,800",145
ACCT_5322,Phoenix,AZ,SFA,Fifth Third,Thrift,ARM,550000,,,1,,,470000,$1.17,-0.17,6.30%,"$176,891","36,800",145
ACCT_5323,Phoenix,AZ,MF,Fifth Third,Thrift,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_5324,Phoenix,AZ,MF,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_5325,Phoenix,AZ,MF,Fifth Third,Thrift,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5326,Phoenix,AZ,SFA,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5327,Phoenix,AZ,MF,National City,Bank,FR,192172,,,1,,,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5328,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,150121,,,1,,,125000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5329,Phoenix,AZ,MF,National City,Bank,ARM,550000,,1,,,,525000,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5330,Phoenix,AZ,CO,National City,Bank,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5331,Phoenix,AZ,MF,National City,Bank,ARM,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5332,Phoenix,AZ,SFA,BofA,Bank,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_5333,Phoenix,AZ,SFA,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5334,Phoenix,AZ,CO,Wells,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_5335,Phoenix,AZ,MF,Wells,Bank,ARM,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_5336,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5337,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5338,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5339,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5340,Phoenix,AZ,SFA,Wells,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5341,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,192172,,,1,,,150505,$1.28,-0.28,6.30%,"$176,891","36,800",145
ACCT_5342,Phoenix,AZ,MF,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_5343,Phoenix,AZ,SFA,BofA,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_5344,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_5345,Phoenix,AZ,SFA,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5346,Phoenix,AZ,MF,BofA,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5347,Phoenix,AZ,CO,BofA,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5348,Phoenix,AZ,MF,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5349,Phoenix,AZ,CO,Chase,Bank,FR,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5350,Phoenix,AZ,MF,Chase,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5351,Phoenix,AZ,SFA,Chase,Bank,FR,192172,,,1,,,169000,$1.14,-0.14,6.30%,"$176,891","36,800",145
ACCT_5352,Phoenix,AZ,CO,PHH,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_5353,Phoenix,AZ,CO,PHH,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_5354,Phoenix,AZ,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5355,Phoenix,AZ,SFA,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5356,Phoenix,AZ,CO,Chase,Bank,ARM,150121,1,,,,,200000,$0.75,0.25,6.30%,"$176,891","36,800",145
ACCT_5357,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,550000,1,,,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_5358,Phoenix,AZ,MF,Wells,Bank,FR,192172,,,1,,,171171,$1.12,-0.12,6.30%,"$176,891","36,800",145
ACCT_5359,Phoenix,AZ,CO,Wells,Bank,FR,150121,1,,,,,230000,$0.65,0.35,6.30%,"$176,891","36,800",145
ACCT_5360,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,550000,,1,,,,545545,$1.01,-0.01,6.30%,"$176,891","36,800",145
ACCT_5361,Phoenix,AZ,MF,Wells,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_5362,Phoenix,AZ,SFA,Wells,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_5363,Phoenix,AZ,CO,PHH,Mtg Company,FR,325924,1,,,,,340000,$0.96,0.04,10.60%,"$43,125","15,373",197
ACCT_5364,Phoenix,AZ,MF,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5365,Phoenix,AZ,MF,EDS CU,Credit Union,FR,192172,,1,,,,175123,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5366,Phoenix,AZ,CO,EDS CU,Credit Union,ARM,192172,,,1,,,170000,$1.13,-0.13,6.30%,"$176,891","36,800",145
ACCT_5367,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5368,Phoenix,AZ,CO,National City,Bank,FR,192172,,1,,,,175000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5369,Phoenix,AZ,MF,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5370,Phoenix,AZ,SFA,National City,Bank,ARM,150121,,1,,1,,145000,$1.04,-0.04,6.30%,"$176,891","36,800",145
ACCT_5371,Phoenix,AZ,MF,National City,Bank,FR,550000,,,1,,,475000,$1.16,-0.16,7.20%,"$187,345","24,341",240
ACCT_5372,Phoenix,AZ,MF,EDS CU,Credit Union,FR,192172,,,1,,1,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_5373,Phoenix,AZ,MF,National City,Bank,ARM,150121,,1,,,,175000,$0.86,0.14,7.10%,"$224,700","22,781",120
ACCT_5374,Phoenix,AZ,SFA,Chase,Bank,FR,550000,1,,,,,700000,$0.79,0.21,6.30%,"$176,891","36,800",145
ACCT_5375,Phoenix,AZ,MF,Chase,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5376,Phoenix,AZ,SFA,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5377,Phoenix,AZ,MF,Chase,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5378,Phoenix,AZ,CO,Chase,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5379,Phoenix,AZ,MF,National City,Bank,ARM,192172,,,1,,,165000,$1.17,-0.16,6.30%,"$176,891","36,800",145
ACCT_5380,Phoenix,AZ,SFA,EDS CU,Credit Union,ARM,150121,,,,1,,120000,$1.25,-0.25,6.30%,"$176,891","36,800",145
ACCT_5381,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,550000,,,1,,,470000,$1.17,-0.17,10.60%,"$43,125","15,373",197
ACCT_5382,Phoenix,AZ,CO,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5383,Phoenix,AZ,MF,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5384,Phoenix,AZ,SFA,BofA,Bank,ARM,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5385,Phoenix,AZ,CO,BofA,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5386,Phoenix,AZ,SFA,BofA,Bank,FR,192172,,,1,,,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5387,Phoenix,AZ,MF,BofA,Bank,FR,150121,,,1,,,125000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5388,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,550000,,1,,,,525000,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5389,Phoenix,AZ,SFA,BofA,Bank,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5390,Phoenix,AZ,MF,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_5391,Phoenix,AZ,SFA,EDS CU,Credit Union,ARM,325924,,1,,,,219316,$1.49,-0.49,10.60%,"$43,125","15,373",197
ACCT_5392,Phoenix,AZ,SFA,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5393,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5394,Phoenix,AZ,MF,EDS CU,Credit Union,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5395,Phoenix,AZ,CO,National City,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5396,Phoenix,AZ,MF,EDS CU,Credit Union,FR,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5397,Phoenix,AZ,CO,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5398,Phoenix,AZ,MF,National City,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5399,Phoenix,AZ,SFA,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5400,Phoenix,AZ,CO,EDS CU,Credit Union,ARM,192172,,,1,,,150505,$1.28,-0.28,7.20%,"$187,345","24,341",240
ACCT_5401,Phoenix,AZ,CO,EDS CU,Credit Union,ARM,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_5402,Phoenix,AZ,MF,EDS CU,Credit Union,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5403,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5404,Phoenix,AZ,CO,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5405,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5406,Phoenix,AZ,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5407,Phoenix,AZ,CO,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5408,Phoenix,AZ,MF,Chase,Bank,FR,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5409,Phoenix,AZ,MF,PHH,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_5410,Phoenix,AZ,SFA,EDS CU,Credit Union,ARM,192172,,,1,,,169000,$1.14,-0.14,10.60%,"$43,125","15,373",197
ACCT_5411,Phoenix,AZ,CO,BofA,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_5412,Phoenix,AZ,MF,Fifth Third,Thrift,FR,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5413,Phoenix,AZ,MF,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5414,Phoenix,AZ,CO,BofA,Bank,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5415,Phoenix,AZ,SFA,BofA,Bank,FR,150121,1,,,,,200000,$0.75,0.25,6.30%,"$176,891","36,800",145
ACCT_5416,Phoenix,AZ,CO,Fifth Third,Thrift,FR,550000,1,,,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_5417,Phoenix,AZ,MF,Fifth Third,Thrift,ARM,192172,,,1,,,171171,$1.12,-0.12,6.30%,"$176,891","36,800",145
ACCT_5418,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,150121,1,,,,,230000,$0.65,0.35,6.30%,"$176,891","36,800",145
ACCT_5419,Phoenix,AZ,MF,Fifth Third,Thrift,ARM,550000,,1,,,,545545,$1.01,-0.01,7.20%,"$187,345","24,341",240
ACCT_5420,Phoenix,AZ,MF,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_5421,Phoenix,AZ,MF,National City,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.10%,"$224,700","22,781",120
ACCT_5422,Phoenix,AZ,SFA,National City,Bank,FR,325924,1,,,,,340000,$0.96,0.04,6.30%,"$176,891","36,800",145
ACCT_5423,Phoenix,AZ,MF,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5424,Phoenix,AZ,SFA,EDS CU,Credit Union,ARM,192172,,1,,,,175123,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5425,Phoenix,AZ,MF,National City,Bank,FR,192172,,,1,,,170000,$1.13,-0.13,6.30%,"$176,891","36,800",145
ACCT_5426,Phoenix,AZ,CO,Fifth Third,Thrift,ARM,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5427,Phoenix,AZ,MF,Wells,Bank,FR,192172,,1,,,,175000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5428,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5429,Phoenix,AZ,SFA,Wells,Bank,FR,150121,,1,,1,,145000,$1.04,-0.04,10.60%,"$43,125","15,373",197
ACCT_5430,Phoenix,AZ,CO,Wells,Bank,FR,550000,,,1,,,475000,$1.16,-0.16,10.60%,"$43,125","15,373",197
ACCT_5431,Phoenix,AZ,MF,Wells,Bank,FR,192172,,,1,,1,180000,$1.07,-0.07,7.10%,"$224,700","22,781",120
ACCT_5432,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,150121,,1,,,,175000,$0.86,0.14,7.10%,"$224,700","22,781",120
ACCT_5433,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,550000,1,,,,,700000,$0.79,0.21,6.30%,"$176,891","36,800",145
ACCT_5434,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5435,Phoenix,AZ,MF,First Horizon,Mtg Company,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5436,Phoenix,AZ,SFA,Wells,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5437,Phoenix,AZ,SFA,BofA,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5438,Phoenix,AZ,MF,BofA,Bank,FR,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_5439,Phoenix,AZ,SFA,BofA,Bank,FR,150121,,,,1,,120000,$1.25,-0.25,10.60%,"$43,125","15,373",197
ACCT_5440,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,550000,,,1,,,470000,$1.17,-0.17,10.60%,"$43,125","15,373",197
ACCT_5441,Phoenix,AZ,SFA,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5442,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5443,Phoenix,AZ,CO,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5444,Phoenix,AZ,MF,PHH,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5445,Phoenix,AZ,CO,Chase,Bank,ARM,192172,,,1,,,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5446,Phoenix,AZ,MF,Chase,Bank,FR,150121,,,1,,,125000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5447,Phoenix,AZ,SFA,Chase,Bank,FR,550000,,1,,,,525000,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5448,Phoenix,AZ,CO,PHH,Mtg Company,FR,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_5449,Phoenix,AZ,CO,PHH,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5450,Phoenix,AZ,MF,PHH,Mtg Company,FR,325924,,1,,,,219316,$1.49,-0.49,7.10%,"$224,700","22,781",120
ACCT_5451,Phoenix,AZ,SFA,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5452,Phoenix,AZ,CO,Chase,Bank,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5453,Phoenix,AZ,SFA,Wells,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5454,Phoenix,AZ,MF,Wells,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5455,Phoenix,AZ,CO,Wells,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5456,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5457,Phoenix,AZ,MF,PHH,Mtg Company,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_5458,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5459,Phoenix,AZ,CO,EDS CU,Credit Union,FR,192172,,,1,,,150505,$1.28,-0.28,10.60%,"$43,125","15,373",197
ACCT_5460,Phoenix,AZ,MF,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_5461,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5462,Phoenix,AZ,CO,EDS CU,Credit Union,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5463,Phoenix,AZ,SFA,EDS CU,Credit Union,ARM,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5464,Phoenix,AZ,CO,National City,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5465,Phoenix,AZ,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5466,Phoenix,AZ,SFA,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5467,Phoenix,AZ,MF,National City,Bank,ARM,150121,,1,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_5468,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
