PropID,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,Current Prop Value,Loan Status
5088,New Orleans,LA,CO,EDS CU,Credit Union,FR,550000,449533,90
5089,New Orleans,LA,CO,EDS CU,Credit Union,FR,192172,196481,60
5090,New Orleans,LA,CO,National City,Bank,ARM,150121,210000,0
5091,New Orleans,LA,CO,Chase,Bank,ARM,550000,570200,0
5092,New Orleans,LA,CO,PHH,Mtg Company,ARM,192172,196481,0
5093,New Orleans,LA,MF,Chase,Bank,FR,240287,296515,0
5094,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,325924,219316,30
5095,New Orleans,LA,SFA,First Horizon,Mtg Company,ARM,250638,275977,0
5096,New Orleans,LA,MF,National City,Bank,FR,192172,196481,30
5097,New Orleans,LA,SFA,EDS CU,Credit Union,FR,150121,101982,30
5098,New Orleans,LA,SFA,PHH,Mtg Company,FR,550000,449533,90
5099,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,160000,60
5100,New Orleans,LA,CO,BofA,Bank,FR,240287,296515,0
5101,New Orleans,LA,CO,Fifth Third,Thrift,ARM,325924,310281,60
5102,New Orleans,LA,CO,National City,Bank,ARM,250638,275977,0
5103,New Orleans,LA,CO,National City,Bank,ARM,192172,196481,60
5104,New Orleans,LA,CO,Wells,Bank,FR,150121,101982,30
5105,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,449533,90
5106,New Orleans,LA,SFA,BofA,Bank,ARM,192172,196481,30
5107,New Orleans,LA,SFA,BofA,Bank,FR,150121,101982,30
5108,New Orleans,LA,MF,Chase,Bank,FR,325924,310281,0
5109,New Orleans,LA,SFA,PHH,Mtg Company,FR,250638,275977,0
5110,New Orleans,LA,SFA,Wells,Bank,FR,240287,296515,0
5111,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,30
5111,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,90
5112,New Orleans,LA,CO,First Horizon,Mtg Company,ARM,550000,449533,60
5113,New Orleans,LA,CO,Wells,Bank,ARM,192172,196481,60
5114,New Orleans,LA,CO,Fifth Third,Thrift,ARM,150121,101982,90
5115,New Orleans,LA,CO,Wells,Bank,FR,550000,449533,60
5116,New Orleans,LA,CO,PHH,Mtg Company,FR,250638,275977,0
5117,New Orleans,LA,MF,Chase,Bank,ARM,240287,296515,REO
5118,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,200000,0
5119,New Orleans,LA,SFA,Chase,Bank,FR,550000,650000,0
5120,New Orleans,LA,MF,National City,Bank,FR,192172,196481,0
5121,New Orleans,LA,SFA,EDS CU,Credit Union,FR,150121,230000,0
5122,New Orleans,LA,SFA,PHH,Mtg Company,FR,550000,555000,30
5123,New Orleans,LA,MF,EDS CU,Credit Union,ARM,250638,275977,0
5124,New Orleans,LA,CO,BofA,Bank,ARM,240287,296515,REO
5125,New Orleans,LA,CO,Fifth Third,Thrift,ARM,325924,340000,0
5126,New Orleans,LA,CO,National City,Bank,FR,550000,449533,90
5127,New Orleans,LA,CO,Fifth Third,Thrift,FR,192172,196481,30
5128,New Orleans,LA,CO,Wells,Bank,ARM,150121,215000,0
5129,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,800000,0
5130,New Orleans,LA,SFA,BofA,Bank,FR,192172,196481,0
5131,New Orleans,LA,SFA,Fifth Third,Thrift,FR,240287,296515,0
5132,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,30
5132,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,90
5133,New Orleans,LA,SFA,BofA,Bank,FR,550000,650000,60
5134,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,60
5134,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,REO
5135,New Orleans,LA,MF,First Horizon,Mtg Company,ARM,150121,175000,30
5136,New Orleans,LA,CO,First Horizon,Mtg Company,ARM,550000,700000,0
5137,New Orleans,LA,CO,Wells,Bank,FR,250638,275977,0
5138,New Orleans,LA,CO,Fifth Third,Thrift,FR,240287,296515,REO
5139,New Orleans,LA,CO,PHH,Mtg Company,ARM,150121,101982,90
5140,New Orleans,LA,CO,PHH,Mtg Company,FR,550000,555555,0
5141,New Orleans,LA,MF,Chase,Bank,FR,192172,196481,0
5142,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,30
5142,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,90
5143,New Orleans,LA,SFA,National City,Bank,FR,550000,605000,60
5144,New Orleans,LA,MF,National City,Bank,FR,250638,275977,0
5145,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,240287,296515,REO
5146,New Orleans,LA,SFA,PHH,Mtg Company,ARM,325924,310281,60
5147,New Orleans,LA,MF,BofA,Bank,ARM,550000,449533,90
5148,New Orleans,LA,CO,BofA,Bank,FR,192172,196481,60
5149,New York,NY,MF,BofA,Bank,FR,150121,210000,0
5150,New York,NY,SFA,BofA,Bank,ARM,550000,570200,0
5151,New York,NY,SFA,BofA,Bank,FR,192172,196481,0
5152,New York,NY,MF,First Horizon,Mtg Company,FR,240287,296515,0
5153,New York,NY,SFA,Wells,Bank,FR,325924,219316,30
5154,New York,NY,CO,Fifth Third,Thrift,FR,250638,275977,0
5155,New York,NY,CO,Wells,Bank,FR,192172,196481,30
5156,New York,NY,SFA,PHH,Mtg Company,ARM,150121,101982,30
5157,New York,NY,CO,Chase,Bank,ARM,550000,449533,90
5158,New York,NY,CO,First Horizon,Mtg Company,FR,192172,160000,60
5159,New York,NY,SFA,Chase,Bank,FR,240287,296515,0
5160,New York,NY,MF,National City,Bank,FR,325924,310281,60
5161,New York,NY,MF,EDS CU,Credit Union,ARM,250638,275977,0
5162,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,60
5163,New York,NY,SFA,EDS CU,Credit Union,FR,150121,101982,30
5164,New York,NY,MF,BofA,Bank,FR,550000,449533,90
5165,New York,NY,SFA,Fifth Third,Thrift,FR,192172,196481,30
5166,New York,NY,CO,National City,Bank,FR,150121,101982,30
5167,New York,NY,CO,Fifth Third,Thrift,ARM,325924,310281,0
5168,New York,NY,SFA,Wells,Bank,ARM,250638,275977,0
5169,New York,NY,CO,First Horizon,Mtg Company,FR,240287,296515,0
5170,New York,NY,CO,BofA,Bank,FR,150121,101982,30
5170,New York,NY,CO,BofA,Bank,FR,150121,101982,90
5171,New York,NY,SFA,Fifth Third,Thrift,FR,550000,449533,60
5172,New York,NY,MF,Fifth Third,Thrift,ARM,192172,196481,60
5173,New York,NY,MF,BofA,Bank,FR,150121,101982,90
5174,New York,NY,SFA,EDS CU,Credit Union,FR,550000,449533,60
5175,New York,NY,SFA,First Horizon,Mtg Company,FR,250638,275977,0
5176,New York,NY,MF,First Horizon,Mtg Company,FR,240287,296515,REO
5177,New York,NY,SFA,Wells,Bank,FR,150121,200000,0
5178,New York,NY,CO,Fifth Third,Thrift,ARM,550000,650000,0
5179,New York,NY,CO,PHH,Mtg Company,ARM,192172,196481,0
5180,New York,NY,SFA,PHH,Mtg Company,FR,150121,230000,0
5181,New York,NY,CO,Chase,Bank,FR,550000,555000,30
5182,New York,NY,CO,First Horizon,Mtg Company,FR,250638,275977,0
5183,New York,NY,SFA,National City,Bank,ARM,240287,296515,REO
5184,New York,NY,MF,National City,Bank,FR,325924,340000,0
5185,New York,NY,MF,EDS CU,Credit Union,FR,550000,449533,90
5186,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,30
5187,New York,NY,SFA,BofA,Bank,FR,150121,215000,0
5188,New York,NY,MF,BofA,Bank,FR,550000,800000,0
5189,New York,NY,SFA,Fifth Third,Thrift,ARM,192172,196481,0
5190,New York,NY,CO,National City,Bank,ARM,240287,296515,0
5191,New York,NY,CO,EDS CU,Credit Union,FR,150121,160000,30
5191,New York,NY,CO,EDS CU,Credit Union,FR,150121,160000,90
5192,New York,NY,SFA,National City,Bank,FR,550000,650000,60
5193,New York,NY,CO,Chase,Bank,FR,192172,196481,60
5193,New York,NY,CO,Chase,Bank,FR,192172,196481,REO
5194,New York,NY,CO,Chase,Bank,ARM,150121,175000,30
5195,New York,NY,SFA,Fifth Third,Thrift,FR,550000,700000,0
5196,New York,NY,MF,BofA,Bank,FR,250638,275977,0
5197,New York,NY,MF,EDS CU,Credit Union,FR,240287,296515,REO
5198,New York,NY,SFA,EDS CU,Credit Union,FR,150121,101982,90
5199,New York,NY,SFA,First Horizon,Mtg Company,FR,550000,555555,0
5200,New York,NY,MF,Wells,Bank,ARM,192172,196481,0
5201,New York,NY,SFA,Fifth Third,Thrift,ARM,150121,210000,30
5201,New York,NY,SFA,Fifth Third,Thrift,ARM,150121,210000,90
5202,New York,NY,CO,Fifth Third,Thrift,FR,550000,605000,60
5203,New York,NY,CO,PHH,Mtg Company,FR,250638,275977,0
5204,New York,NY,SFA,Chase,Bank,FR,240287,296515,REO
5205,New York,NY,CO,First Horizon,Mtg Company,ARM,325924,310281,60
5206,New York,NY,CO,First Horizon,Mtg Company,FR,550000,449533,90
5207,New York,NY,SFA,National City,Bank,FR,192172,196481,60
5208,New York,NY,MF,EDS CU,Credit Union,FR,150121,210000,0
5209,New York,NY,MF,PHH,Mtg Company,FR,550000,570200,0
5210,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,0
5211,New York,NY,SFA,Chase,Bank,ARM,240287,296515,0
5212,New York,NY,MF,PHH,Mtg Company,ARM,325924,219316,30
5213,New York,NY,SFA,Wells,Bank,FR,250638,275977,0
5214,New York,NY,CO,PHH,Mtg Company,FR,192172,196481,30
5215,New York,NY,CO,EDS CU,Credit Union,FR,150121,101982,30
5216,New York,NY,SFA,National City,Bank,ARM,550000,449533,90
5217,New York,NY,CO,Chase,Bank,FR,192172,160000,60
5218,New York,NY,CO,National City,Bank,FR,240287,296515,0
5219,New York,NY,SFA,Fifth Third,Thrift,FR,325924,310281,60
5220,New York,NY,MF,BofA,Bank,FR,250638,275977,0
5221,New York,NY,MF,EDS CU,Credit Union,FR,192172,196481,60
5222,New York,NY,SFA,First Horizon,Mtg Company,ARM,150121,101982,30
5223,New York,NY,SFA,First Horizon,Mtg Company,ARM,550000,449533,90
5224,New York,NY,MF,Wells,Bank,FR,192172,196481,30
5225,New York,NY,SFA,Fifth Third,Thrift,FR,150121,101982,30
5226,New York,NY,CO,PHH,Mtg Company,FR,325924,310281,0
5227,New York,NY,CO,PHH,Mtg Company,ARM,250638,275977,0
5228,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,240287,296515,0
5229,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,150121,101982,30
5229,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,150121,101982,90
5230,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,550000,449533,60
5231,Philadelphia,PA,CO,Chase,Bank,ARM,192172,196481,60
5232,Philadelphia,PA,MF,PHH,Mtg Company,FR,150121,101982,90
5233,Philadelphia,PA,SFA,Wells,Bank,FR,550000,449533,60
5234,Philadelphia,PA,MF,PHH,Mtg Company,FR,250638,275977,0
5235,Philadelphia,PA,MF,EDS CU,Credit Union,FR,240287,296515,REO
5236,Philadelphia,PA,SFA,National City,Bank,ARM,150121,200000,0
5237,Philadelphia,PA,SFA,Chase,Bank,ARM,550000,650000,0
5238,Philadelphia,PA,MF,National City,Bank,ARM,192172,196481,0
5239,Philadelphia,PA,SFA,Fifth Third,Thrift,FR,150121,230000,0
5240,Philadelphia,PA,CO,BofA,Bank,ARM,550000,555000,30
5241,Philadelphia,PA,CO,EDS CU,Credit Union,FR,250638,275977,0
5242,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,240287,296515,REO
5243,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,325924,340000,0
5244,Philadelphia,PA,MF,Wells,Bank,FR,550000,449533,90
5245,Philadelphia,PA,SFA,Fifth Third,Thrift,FR,192172,196481,30
5246,Philadelphia,PA,MF,PHH,Mtg Company,FR,150121,215000,0
5247,Philadelphia,PA,MF,PHH,Mtg Company,ARM,550000,800000,0
5248,Philadelphia,PA,SFA,Chase,Bank,ARM,192172,196481,0
5249,Philadelphia,PA,SFA,First Horizon,Mtg Company,ARM,240287,296515,0
5250,Philadelphia,PA,MF,Wells,Bank,FR,150121,160000,30
5250,Philadelphia,PA,MF,Wells,Bank,FR,150121,160000,90
5251,Philadelphia,PA,SFA,First Horizon,Mtg Company,ARM,550000,650000,60
5252,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,60
5252,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,REO
5253,Philadelphia,PA,CO,BofA,Bank,ARM,150121,175000,30
5254,Philadelphia,PA,CO,Chase,Bank,FR,550000,700000,0
5255,Philadelphia,PA,CO,PHH,Mtg Company,FR,250638,275977,0
5256,Philadelphia,PA,MF,PHH,Mtg Company,FR,240287,296515,REO
5257,Philadelphia,PA,SFA,Wells,Bank,FR,150121,101982,90
5258,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,555555,0
5259,Philadelphia,PA,MF,National City,Bank,ARM,192172,196481,0
5260,Philadelphia,PA,SFA,National City,Bank,ARM,150121,210000,30
5260,Philadelphia,PA,SFA,National City,Bank,ARM,150121,210000,90
5261,Philadelphia,PA,SFA,Chase,Bank,FR,550000,605000,60
5262,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,250638,275977,0
5263,Philadelphia,PA,SFA,BofA,Bank,FR,240287,296515,REO
5264,Philadelphia,PA,CO,BofA,Bank,ARM,325924,310281,60
5265,Philadelphia,PA,CO,EDS CU,Credit Union,FR,550000,449533,90
5266,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,60
5267,Philadelphia,PA,CO,Wells,Bank,FR,150121,210000,0
5268,Philadelphia,PA,MF,Wells,Bank,FR,550000,570200,0
5269,Philadelphia,PA,SFA,Fifth Third,Thrift,ARM,192172,196481,0
5270,Philadelphia,PA,MF,BofA,Bank,ARM,240287,296515,0
5271,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,325924,219316,30
5272,Philadelphia,PA,SFA,National City,Bank,FR,250638,275977,0
5273,Philadelphia,PA,SFA,National City,Bank,ARM,192172,196481,30
5274,Philadelphia,PA,MF,Wells,Bank,FR,150121,101982,30
5275,Philadelphia,PA,SFA,First Horizon,Mtg Company,ARM,550000,449533,90
5276,Philadelphia,PA,CO,BofA,Bank,FR,192172,160000,60
5277,Philadelphia,PA,CO,BofA,Bank,FR,240287,296515,0
5278,Philadelphia,PA,CO,Chase,Bank,FR,325924,310281,60
5279,Philadelphia,PA,CO,PHH,Mtg Company,FR,250638,275977,0
5280,Philadelphia,PA,MF,Wells,Bank,ARM,192172,196481,60
5281,Philadelphia,PA,SFA,PHH,Mtg Company,ARM,150121,101982,30
5282,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,449533,90
5283,Philadelphia,PA,MF,National City,Bank,FR,192172,196481,30
5284,Philadelphia,PA,SFA,Chase,Bank,ARM,150121,101982,30
5285,Philadelphia,PA,SFA,National City,Bank,FR,325924,310281,0
5286,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,250638,275977,0
5287,Philadelphia,PA,SFA,BofA,Bank,FR,240287,296515,0
5288,Philadelphia,PA,CO,EDS CU,Credit Union,FR,150121,101982,30
5288,Philadelphia,PA,CO,EDS CU,Credit Union,FR,150121,101982,90
5289,Philadelphia,PA,CO,National City,Bank,FR,550000,449533,60
5290,Philadelphia,PA,CO,National City,Bank,FR,192172,196481,60
5291,Philadelphia,PA,CO,EDS CU,Credit Union,ARM,150121,101982,90
5292,Philadelphia,PA,MF,PHH,Mtg Company,ARM,550000,449533,60
5293,Philadelphia,PA,SFA,BofA,Bank,ARM,250638,275977,0
5294,Philadelphia,PA,MF,BofA,Bank,FR,240287,296515,REO
5295,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,150121,200000,0
5296,Philadelphia,PA,SFA,National City,Bank,FR,550000,650000,0
5297,Philadelphia,PA,SFA,Wells,Bank,ARM,192172,196481,0
5298,Philadelphia,PA,MF,Wells,Bank,FR,150121,230000,0
5299,Philadelphia,PA,SFA,First Horizon,Mtg Company,FR,550000,555000,30
5300,Philadelphia,PA,CO,BofA,Bank,FR,250638,275977,0
5301,Philadelphia,PA,CO,Chase,Bank,FR,240287,296515,REO
5302,Philadelphia,PA,CO,Chase,Bank,ARM,325924,340000,0
5303,Philadelphia,PA,CO,PHH,Mtg Company,ARM,550000,449533,90
5304,Philadelphia,PA,MF,Wells,Bank,ARM,192172,196481,30
5305,Philadelphia,PA,SFA,EDS CU,Credit Union,FR,150121,215000,0
5306,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,800000,0
5623,Pittsburgh,PA,MF,PHH,Mtg Company,FR,550000,449533,90
5624,Pittsburgh,PA,MF,PHH,Mtg Company,FR,192172,196481,60
5625,Pittsburgh,PA,MF,PHH,Mtg Company,FR,150121,210000,0
5626,Pittsburgh,PA,MF,EDS CU,Credit Union,ARM,550000,570200,0
5627,Pittsburgh,PA,SFA,National City,Bank,FR,192172,196481,0
5628,Pittsburgh,PA,CO,Chase,Bank,FR,240287,296515,0
5629,Pittsburgh,PA,SFA,National City,Bank,FR,325924,219316,30
5630,Pittsburgh,PA,SFA,Fifth Third,Thrift,FR,250638,275977,0
5631,Pittsburgh,PA,CO,BofA,Bank,ARM,192172,196481,30
5632,Pittsburgh,PA,CO,EDS CU,Credit Union,ARM,150121,101982,30
5633,Pittsburgh,PA,SFA,First Horizon,Mtg Company,ARM,550000,449533,90
5634,Pittsburgh,PA,CO,First Horizon,Mtg Company,FR,192172,160000,60
5635,Pittsburgh,PA,MF,Wells,Bank,FR,240287,296515,0
5636,Pittsburgh,PA,MF,Fifth Third,Thrift,FR,325924,310281,60
5637,Pittsburgh,PA,MF,PHH,Mtg Company,ARM,250638,275977,0
5638,Pittsburgh,PA,MF,PHH,Mtg Company,FR,192172,196481,60
5639,Pittsburgh,PA,SFA,Chase,Bank,FR,150121,101982,30
5640,Pittsburgh,PA,CO,First Horizon,Mtg Company,FR,550000,449533,90
5641,Pittsburgh,PA,SFA,National City,Bank,FR,192172,196481,30
5642,Pittsburgh,PA,SFA,National City,Bank,ARM,150121,101982,30
5643,Pittsburgh,PA,CO,EDS CU,Credit Union,ARM,325924,310281,0
5644,Pittsburgh,PA,CO,PHH,Mtg Company,ARM,250638,275977,0
5645,Pittsburgh,PA,SFA,Chase,Bank,FR,240287,296515,0
5646,Pittsburgh,PA,CO,PHH,Mtg Company,FR,150121,101982,30
5646,Pittsburgh,PA,CO,PHH,Mtg Company,FR,150121,101982,90
5647,Pittsburgh,PA,MF,PHH,Mtg Company,FR,550000,449533,60
5648,Pittsburgh,PA,MF,Wells,Bank,ARM,192172,196481,60
5649,Pittsburgh,PA,MF,EDS CU,Credit Union,FR,150121,101982,90
5650,Pittsburgh,PA,MF,National City,Bank,FR,550000,449533,60
5651,Pittsburgh,PA,SFA,National City,Bank,FR,250638,275977,0
5652,Pittsburgh,PA,CO,Chase,Bank,FR,240287,296515,REO
5653,Pittsburgh,PA,SFA,Fifth Third,Thrift,ARM,150121,200000,0
5654,Pittsburgh,PA,SFA,BofA,Bank,ARM,550000,650000,0
5655,Pittsburgh,PA,CO,BofA,Bank,ARM,192172,196481,0
5656,Pittsburgh,PA,CO,EDS CU,Credit Union,FR,150121,230000,0
5657,Pittsburgh,PA,SFA,First Horizon,Mtg Company,FR,550000,555000,30
5658,Pittsburgh,PA,CO,Wells,Bank,FR,250638,275977,0
5659,Pittsburgh,PA,MF,Wells,Bank,ARM,240287,296515,REO
5660,Pittsburgh,PA,MF,Fifth Third,Thrift,FR,325924,340000,0
5661,Pittsburgh,PA,MF,PHH,Mtg Company,FR,550000,449533,90
5662,Pittsburgh,PA,MF,Chase,Bank,FR,192172,196481,30
5663,Pittsburgh,PA,SFA,First Horizon,Mtg Company,FR,150121,215000,0
5664,Pittsburgh,PA,CO,First Horizon,Mtg Company,ARM,550000,800000,0
5665,Pittsburgh,PA,SFA,Wells,Bank,ARM,192172,196481,0
5666,Pittsburgh,PA,SFA,First Horizon,Mtg Company,ARM,240287,296515,0
5667,Pittsburgh,PA,CO,BofA,Bank,FR,150121,160000,30
5667,Pittsburgh,PA,CO,BofA,Bank,FR,150121,160000,90
5668,Pittsburgh,PA,CO,BofA,Bank,FR,550000,650000,60
5669,Pittsburgh,PA,SFA,Chase,Bank,FR,192172,196481,60
5669,Pittsburgh,PA,SFA,Chase,Bank,FR,192172,196481,REO
5670,Pittsburgh,PA,CO,PHH,Mtg Company,ARM,150121,175000,30
5671,Pittsburgh,PA,MF,Wells,Bank,FR,550000,700000,0
5672,Pittsburgh,PA,MF,PHH,Mtg Company,FR,250638,275977,0
5673,Pittsburgh,PA,MF,EDS CU,Credit Union,FR,240287,296515,REO
5674,Pittsburgh,PA,MF,National City,Bank,FR,150121,101982,90
5675,Pittsburgh,PA,SFA,Chase,Bank,ARM,550000,555555,0
5676,Pittsburgh,PA,CO,National City,Bank,ARM,192172,196481,0
5677,Pittsburgh,PA,SFA,Fifth Third,Thrift,ARM,150121,210000,30
5677,Pittsburgh,PA,SFA,Fifth Third,Thrift,ARM,150121,210000,90
5678,Pittsburgh,PA,SFA,BofA,Bank,FR,550000,605000,60
5679,Pittsburgh,PA,CO,EDS CU,Credit Union,FR,250638,275977,0
5680,Pittsburgh,PA,CO,BofA,Bank,FR,240287,296515,REO
5681,Pittsburgh,PA,SFA,First Horizon,Mtg Company,ARM,325924,310281,60
5682,Pittsburgh,PA,CO,Wells,Bank,FR,550000,449533,90
5683,Pittsburgh,PA,MF,Fifth Third,Thrift,FR,192172,196481,60
5684,Pittsburgh,PA,MF,BofA,Bank,FR,150121,210000,0
5685,Pittsburgh,PA,MF,BofA,Bank,FR,550000,570200,0
5686,Pittsburgh,PA,MF,Fifth Third,Thrift,ARM,192172,196481,0
5687,Pittsburgh,PA,SFA,National City,Bank,ARM,240287,296515,0
5688,Pittsburgh,PA,CO,Wells,Bank,ARM,325924,219316,30
5689,Pittsburgh,PA,SFA,Wells,Bank,FR,250638,275977,0
5690,Pittsburgh,PA,SFA,First Horizon,Mtg Company,FR,192172,196481,30
5691,Pittsburgh,PA,CO,BofA,Bank,FR,150121,101982,30
5692,Pittsburgh,PA,CO,Chase,Bank,ARM,550000,449533,90
5693,Pittsburgh,PA,SFA,Chase,Bank,FR,192172,160000,60
5694,Pittsburgh,PA,CO,PHH,Mtg Company,FR,240287,296515,0
5695,Pittsburgh,PA,MF,Wells,Bank,FR,325924,310281,60
5696,Pittsburgh,PA,MF,EDS CU,Credit Union,FR,250638,275977,0
5697,Pittsburgh,PA,MF,EDS CU,Credit Union,ARM,192172,196481,60
5698,Pittsburgh,PA,MF,National City,Bank,ARM,150121,101982,30
5699,Pittsburgh,PA,SFA,Chase,Bank,ARM,550000,449533,90
5700,Pittsburgh,PA,CO,Fifth Third,Thrift,FR,192172,196481,30
5701,Pittsburgh,PA,SFA,Fifth Third,Thrift,FR,150121,101982,30
5702,Richmond,VA,SFA,National City,Bank,FR,325924,310281,0
5703,Richmond,VA,SFA,National City,Bank,FR,250638,275977,0
5704,Richmond,VA,SFA,National City,Bank,FR,240287,296515,0
5705,Richmond,VA,SFA,Fifth Third,Thrift,ARM,150121,101982,30
5705,Richmond,VA,SFA,Fifth Third,Thrift,ARM,150121,101982,90
5706,Richmond,VA,SFA,BofA,Bank,FR,550000,449533,60
5707,Richmond,VA,MF,EDS CU,Credit Union,FR,192172,196481,60
5708,Richmond,VA,CO,First Horizon,Mtg Company,FR,150121,101982,90
5709,Richmond,VA,CO,First Horizon,Mtg Company,FR,550000,449533,60
5710,Richmond,VA,MF,Wells,Bank,FR,250638,275977,0
5711,Richmond,VA,MF,Fifth Third,Thrift,ARM,240287,296515,REO
5712,Richmond,VA,CO,PHH,Mtg Company,ARM,150121,200000,0
5713,Richmond,VA,MF,PHH,Mtg Company,FR,550000,650000,0
5714,Richmond,VA,SFA,Chase,Bank,FR,192172,196481,0
5715,Richmond,VA,SFA,First Horizon,Mtg Company,FR,150121,230000,0
5716,Richmond,VA,SFA,National City,Bank,ARM,550000,555000,30
5717,Richmond,VA,SFA,National City,Bank,FR,250638,275977,0
5718,Richmond,VA,SFA,EDS CU,Credit Union,FR,240287,296515,REO
5719,Richmond,VA,MF,PHH,Mtg Company,FR,325924,340000,0
5720,Richmond,VA,CO,BofA,Bank,FR,550000,449533,90
5721,Richmond,VA,CO,BofA,Bank,FR,192172,196481,30
5722,Richmond,VA,MF,Fifth Third,Thrift,ARM,150121,215000,0
5723,Richmond,VA,MF,National City,Bank,ARM,550000,800000,0
5724,Richmond,VA,CO,EDS CU,Credit Union,FR,192172,196481,0
5725,Richmond,VA,MF,National City,Bank,FR,240287,296515,0
5726,Richmond,VA,SFA,National City,Bank,FR,150121,160000,30
5726,Richmond,VA,SFA,National City,Bank,FR,150121,160000,90
5727,Richmond,VA,SFA,Chase,Bank,ARM,550000,650000,60
5728,Richmond,VA,SFA,Fifth Third,Thrift,FR,192172,196481,60
5728,Richmond,VA,SFA,Fifth Third,Thrift,FR,192172,196481,REO
5729,Richmond,VA,SFA,BofA,Bank,FR,150121,175000,30
5730,Richmond,VA,SFA,BofA,Bank,FR,550000,700000,0
5731,Richmond,VA,MF,EDS CU,Credit Union,FR,250638,275977,0
5732,Richmond,VA,CO,First Horizon,Mtg Company,FR,240287,296515,REO
5733,Richmond,VA,CO,Wells,Bank,ARM,150121,101982,90
5734,Richmond,VA,MF,Wells,Bank,ARM,550000,555555,0
5735,Richmond,VA,MF,Fifth Third,Thrift,FR,192172,196481,0
5736,Richmond,VA,CO,PHH,Mtg Company,FR,150121,210000,30
5736,Richmond,VA,CO,PHH,Mtg Company,FR,150121,210000,90
5737,Richmond,VA,MF,Chase,Bank,FR,550000,605000,60
5738,Richmond,VA,SFA,First Horizon,Mtg Company,ARM,250638,275977,0
5739,Richmond,VA,SFA,First Horizon,Mtg Company,FR,240287,296515,REO
5740,Richmond,VA,SFA,National City,Bank,FR,325924,310281,60
5741,Richmond,VA,SFA,EDS CU,Credit Union,FR,550000,449533,90
5742,Richmond,VA,SFA,PHH,Mtg Company,FR,192172,196481,60
5743,Richmond,VA,MF,PHH,Mtg Company,FR,150121,210000,0
5744,Richmond,VA,CO,Chase,Bank,ARM,550000,570200,0
5745,Richmond,VA,CO,PHH,Mtg Company,ARM,192172,196481,0
5746,Richmond,VA,MF,Wells,Bank,FR,240287,296515,0
5747,Richmond,VA,MF,PHH,Mtg Company,FR,325924,219316,30
5748,Richmond,VA,CO,EDS CU,Credit Union,FR,250638,275977,0
5749,Richmond,VA,MF,National City,Bank,ARM,192172,196481,30
5750,Richmond,VA,SFA,Chase,Bank,FR,150121,101982,30
5751,Richmond,VA,SFA,National City,Bank,FR,550000,449533,90
5752,Richmond,VA,SFA,Fifth Third,Thrift,FR,192172,160000,60
5753,Richmond,VA,SFA,BofA,Bank,FR,240287,296515,0
5754,Richmond,VA,SFA,EDS CU,Credit Union,FR,325924,310281,60
5755,Richmond,VA,MF,BofA,Bank,ARM,250638,275977,0
5756,Richmond,VA,CO,First Horizon,Mtg Company,ARM,192172,196481,60
5757,Richmond,VA,CO,Wells,Bank,FR,150121,101982,30
5758,Richmond,VA,MF,Fifth Third,Thrift,FR,550000,449533,90
5759,Richmond,VA,MF,Wells,Bank,FR,192172,196481,30
5760,Richmond,VA,CO,PHH,Mtg Company,ARM,150121,101982,30
5761,Richmond,VA,MF,Chase,Bank,FR,325924,310281,0
5762,Richmond,VA,SFA,First Horizon,Mtg Company,FR,250638,275977,0
5763,Richmond,VA,SFA,Wells,Bank,FR,240287,296515,0
